,bedroom_count,net_sqm,center_distance,metro_distance,floor,age,price,net_sqm_per_bedroom
89,1,41.14484872967498,1089.23,195.21175928246464,7,71,94936.59937,41.14484872967498
90,1,46.025646,287.23,5.169750962012632,17,72,96151.55148,46.025646
91,1,20.754129058287383,507.3,141.80410132401923,13,21,97148.86375322832,20.754129058287383
92,1,49.91737871883282,1511.67,210.0760395717212,3,61,89981.26338,49.91737871883282
93,1,36.87340339,1060.64,188.8355480213285,21,11,94723.44370455074,36.87340339
94,1,33.36922637081455,33.91,48.35413291376926,19,4,100558.64963273372,33.36922637081455
95,1,12.660234423667752,728.36,22.49111574726488,19,73,94999.98115354237,12.660234423667752
96,1,27.381830890947363,1168.25,200.6457476549517,14,64,91989.77348647086,27.381830890947363
97,1,45.80074904264539,716.83,51.11453145243099,14,40,92890.3715,45.80074904264539
98,1,64.97119762102817,1936.97,214.45011978981967,14,32,94367.67809935182,64.97119762102817
99,1,21.51358855115697,877.97,126.3798983886874,9,86,93409.76923415152,21.51358855115697
100,1,39.55732771,1976.81,208.6168685,8,9,92630.33139,39.55732771
101,1,34.73394198594755,632.95,103.07583357832634,16,66,96833.30950521443,34.73394198594755
102,1,38.710254344702165,604.45,73.22177655778147,18,2,95509.4739,38.710254344702165
103,1,18.51873528000306,1299.12,61.95076047079026,7,69,90080.56626404356,18.51873528000306
104,1,49.55187820181022,1340.97,187.00659483435152,12,13,93268.5739,49.55187820181022
105,1,52.55314452160655,1177.2,71.21960701343173,24,75,95430.79323964972,52.55314452160655
106,1,61.83218477901124,528.5,40.08327298361646,19,42,95335.06086236092,61.83218477901124
107,1,52.74702635424181,1528.73,115.82802241391812,3,87,87808.51526872587,52.74702635424181
108,1,48.83771872893978,701.44,155.59278642396708,13,94,94143.3707,48.83771872893978
109,1,30.492895352891985,1455.54,164.61333785062175,18,9,95826.55993031945,30.492895352891985
110,1,51.47935533567053,1655.31,169.3509918120555,21,15,94797.35996421648,51.47935533567053
111,1,43.22425418706858,1535.65,99.71269628,20,23,93167.51262151085,43.22425418706858
112,1,22.586525054988115,109.21,36.79135956459086,9,24,94385.22773059714,22.586525054988115
113,1,52.059062975156486,1983.36,144.7857669671312,13,80,89472.30698502087,52.059062975156486
114,1,66.54250905226726,1246.75,113.79902791371757,10,82,92616.68597355433,66.54250905226726
115,1,53.91365537212604,1397.25,93.96019608105595,23,76,92028.83292664732,53.91365537212604
116,1,62.21438844,1351.38,155.4458647,3,51,92835.17273007584,62.21438844
117,1,40.386084372339255,803.6,101.15354083074703,15,29,96869.99100280274,40.386084372339255
118,1,44.49015256249058,671.84,50.05066222110026,3,55,92071.38893806288,44.49015256249058
119,1,37.00899952625203,690.99,81.98943563308225,5,60,94613.39358297916,37.00899952625203
120,1,38.80876284823795,1806.23,107.90762456347473,5,27,88624.09119885374,38.80876284823795
121,1,67.77905188612937,801.16,94.07398506322684,3,52,93031.40109831672,67.77905188612937
122,1,57.356416227232735,195.46,25.92507476862645,23,64,95979.88558755018,57.356416227232735
123,1,39.76723610189187,246.29,53.91767184460532,16,19,97103.59675,39.76723610189187
124,1,23.82218562981295,579.61,171.3221387431971,15,11,95625.00666796294,23.82218562981295
125,1,21.15144569136749,1682.68,198.6651743495207,15,20,93651.59655,21.15144569136749
126,1,67.44306120892526,1610.6,99.31288872779206,15,5,93314.99144237832,67.44306120892526
127,1,58.077932902836814,1426.59,184.24391440479263,21,73,93624.09947177132,58.077932902836814
128,1,43.03063986858914,597.99,30.73986975926455,12,93,91659.40179263912,43.03063986858914
129,1,19.23670459938789,1872.87,165.14621973376842,22,9,93573.01276513678,19.23670459938789
130,1,21.688267830669872,384.9,120.30813608246834,20,2,98697.47934514449,21.688267830669872
131,1,54.14322818839587,1471.05,95.1567589,8,21,93771.63936321856,54.14322818839587
132,1,29.83190641,1408.67,85.45837306704928,23,19,93259.50209,29.83190641
133,1,48.218144033361455,1531.37,132.90067377872836,10,18,91969.86153,48.218144033361455
134,1,48.22279073960912,1557.37,106.98938568189462,10,64,89468.96703,48.22279073960912
135,1,27.83649355946642,1988.33,235.2814961053253,14,21,91513.77651,27.83649355946642
136,1,37.76814527606533,1140.4,45.26256737944489,2,85,89538.04381379072,37.76814527606533
137,1,35.73533929173052,365.69,11.021097762778291,12,50,95627.70609323344,35.73533929173052
138,1,12.905468626600657,697.99,37.91747746538475,22,97,91365.77535008524,12.905468626600657
139,1,18.54258916395876,982.67,184.91690269084927,10,96,92630.94205742145,18.54258916395876
140,1,59.90397455889649,1131.53,149.30874034628803,14,97,94664.96209713776,59.90397455889649
141,1,37.268695292831325,497.86,49.18496206925955,15,11,94762.58546644828,37.268695292831325
142,1,57.27803567202186,1967.96,219.3345488200773,21,70,91887.32024874742,57.27803567202186
143,1,16.355640743095986,1014.61,41.30413263052176,16,73,91986.02234276664,16.355640743095986
144,1,41.4607958,935.32,6.940245161119421,24,43,95955.04927,41.4607958
145,1,12.71971675925816,203.2,77.68948962,9,70,94768.73230236466,12.71971675925816
146,1,24.92274737442497,551.7,65.50013059624249,6,0,93639.48804363723,24.92274737442497
147,1,24.67708084849908,238.58,67.51514118904095,1,89,92262.35846823768,24.67708084849908
148,1,38.580565151181325,1116.67,116.43668264715106,9,13,95269.92777843207,38.580565151181325
149,1,55.7001208,817.11,107.61962591408135,15,74,94783.43721320073,55.7001208
150,1,37.95647457404779,1957.87,136.03781679130793,11,15,91101.17243,37.95647457404779
151,1,23.67054572068581,1774.98,125.27071111248998,23,18,90429.79122128176,23.67054572068581
152,1,43.25548434542661,858.4,54.47937482413285,11,10,92495.11726315058,43.25548434542661
153,1,33.09771570078543,366.4,33.84995795125283,1,73,91926.14876113745,33.09771570078543
154,1,66.5480997,1329.16,87.44347985835549,17,8,95425.95278,66.5480997
155,1,71.52065925900443,1676.33,39.69954238877867,12,75,89850.90249273507,71.52065925900443
156,1,31.96274427680791,1275.88,146.09077255135938,8,37,90906.30117118685,31.96274427680791
157,1,65.57039962478056,301.51,29.74415396304872,21,37,98292.45798356384,65.57039962478056
158,1,60.02566677577093,710.82,26.99565018043434,8,60,94267.33580044674,60.02566677577093
159,1,24.10182932563025,21.0,79.04072977,4,61,94942.25152882356,24.10182932563025
160,1,10.557435045276405,1502.31,70.56505451382756,21,75,89789.71428700577,10.557435045276405
161,1,33.704107773211646,1801.64,175.50014346745917,16,40,89975.53083816206,33.704107773211646
162,1,49.71789667318077,54.65,2.954359089,18,26,99757.98057382827,49.71789667318077
163,1,48.924576640937815,882.69,21.037425112940127,15,47,91933.85018656384,48.924576640937815
164,1,46.332836888834905,1601.85,170.33033302658768,5,31,92035.90628,46.332836888834905
165,1,53.19540740096406,323.87,20.570983438887595,12,84,96123.89712,53.19540740096406
166,1,70.11224395193568,1435.85,167.81602756068335,22,15,96581.68263311742,70.11224395193568
167,1,24.46062871,1844.2,207.1532076981865,18,82,91152.42356337182,24.46062871
168,1,59.39099920081112,1424.85,236.39829746403447,6,53,93825.41937620362,59.39099920081112
169,1,45.36077059477951,1646.91,215.0482974718196,20,20,95929.80577077508,45.36077059477951
170,1,15.495775242146568,576.64,33.43850810287782,12,88,91584.32634157414,15.495775242146568
171,1,64.52394795512812,467.26,30.084441121203675,24,76,95312.85521696867,64.52394795512812
172,1,66.20777750634387,1915.15,227.34647979435564,8,61,93043.81139435258,66.20777750634387
173,1,43.76496669105374,1671.8,182.4685763048796,1,71,89156.06054163183,43.76496669105374
174,1,13.571323528216151,688.36,60.73609378005322,17,85,94320.09029833856,13.571323528216151
175,1,67.47338573200602,558.31,13.346354539715556,13,64,93129.11386555678,67.47338573200602
176,1,38.07759328158643,1663.43,163.7049299521619,1,19,90897.86545326147,38.07759328158643
177,1,74.68679934,1270.9,109.4734805178521,17,31,95136.25374033942,74.68679934
178,1,27.499827343142726,550.65,95.0674454,11,24,93947.38847,27.499827343142726
179,1,33.57987061706907,444.6,55.874910759565104,3,95,92270.83122207684,33.57987061706907
180,1,41.07038341491186,41.89,43.08649811,22,78,97788.22920176265,41.07038341491186
181,1,26.63946684569992,1783.67,137.20934516320287,20,41,92845.67029,26.63946684569992
182,1,21.95923127,1996.16,132.43208720408748,4,76,88436.96035737568,21.95923127
183,1,14.933413736352051,1816.33,142.96721533987255,22,60,92372.0665,14.933413736352051
184,1,71.46340960384136,1535.17,137.31427930692797,16,37,92986.70195,71.46340960384136
185,1,68.62562184499976,190.35,36.08908677775409,2,31,94655.14960392582,68.62562184499976
186,1,16.591259333150635,1092.98,211.3336475345426,15,26,95591.42460049054,16.591259333150635
187,1,26.19330342416227,1522.01,134.86804241696785,23,19,93080.33929096143,26.19330342416227
188,1,36.70495054,1985.85,130.92924997536113,19,83,88108.39714760141,36.70495054
189,1,20.292823137085364,1624.46,123.0216012676953,5,1,88940.16127151658,20.292823137085364
190,1,31.77123956386494,1974.11,201.7439736886731,23,83,90257.76630123112,31.77123956386494
191,1,54.61079044686561,1007.87,93.87139971001658,22,34,94620.64369151992,54.61079044686561
192,1,67.84180371413711,1260.41,121.2622268982688,10,87,93283.64029516817,67.84180371413711
193,1,63.81054364351502,1598.57,155.4803518100138,13,36,93315.03266,63.81054364351502
194,1,60.28536911007775,1919.58,142.89639655173184,18,54,91629.29337,60.28536911007775
195,1,35.68711402107078,1026.69,80.50601351319966,11,3,92367.50648475753,35.68711402107078
196,1,33.34978907873156,427.15,13.777505831890291,3,16,95779.86705606947,33.34978907873156
197,1,52.737477474608326,502.18,65.99870231307128,5,57,96065.19053034089,52.737477474608326
198,1,31.52123286200146,1071.6,38.63487840890436,13,14,93404.10258,31.52123286200146
199,1,55.16963989268987,351.85,70.72640508549966,11,2,98489.62681327685,55.16963989268987
200,1,70.80306750379836,568.63,72.48963653890505,19,88,97752.06966361088,70.80306750379836
201,1,54.62250874217213,1300.04,150.84900175151228,9,20,94116.6759,54.62250874217213
202,1,52.14093320787869,519.4,14.874148722388544,3,39,93345.66209,52.14093320787869
203,1,41.38562028041693,1610.53,125.08410928356012,9,86,88853.09877403546,41.38562028041693
204,1,25.840268712967948,677.88,54.36517112065222,1,41,91147.71407608694,25.840268712967948
205,1,76.99355999,1755.86,143.13785602991356,19,5,94828.46804142214,76.99355999
206,1,39.35946031152374,1429.64,113.21695154764387,24,48,94102.31385195989,39.35946031152374
207,1,40.29250799364956,1442.05,187.4010782,2,22,92628.12833643692,40.29250799364956
208,1,63.51688730200877,115.43,64.36962960184105,17,26,97793.41618357296,63.51688730200877
209,1,23.32394898033798,1667.41,109.39868703978986,19,36,89968.93009000533,23.32394898033798
210,1,60.442586219331865,1968.18,103.8149836098743,23,2,91485.75281087052,60.442586219331865
211,1,30.99307303237542,727.88,91.56244382263792,2,39,93682.5608,30.99307303237542
212,1,48.44913105707847,1486.64,105.00820150934672,4,38,91970.14112939232,48.44913105707847
213,1,53.47600169451536,73.59,13.720758166038983,6,44,95640.47448,53.47600169451536
214,1,23.071175273833003,991.54,73.27217914274523,16,62,92431.21049661707,23.071175273833003
215,1,35.808405342046946,821.26,108.49033755350932,16,69,95949.36933928305,35.808405342046946
216,1,38.04424182522395,557.61,84.92235718,19,46,95880.72145488928,38.04424182522395
217,1,63.394945881951806,1494.36,98.21253107682077,5,79,91120.18029405216,63.394945881951806
218,1,69.21630037653112,1222.69,40.87390223024724,16,18,95076.83992315922,69.21630037653112
219,1,51.72660527779499,1454.39,161.41406895536028,14,33,94361.19810759249,51.72660527779499
220,1,32.19559950375539,767.45,39.25479807747459,24,8,94349.21000261523,32.19559950375539
221,1,16.59580089182355,1694.74,149.8982351865227,3,76,88139.68021257629,16.59580089182355
222,1,14.346568157935945,1748.19,60.52310970767465,13,12,89328.61976354383,14.346568157935945
223,1,25.21081540429097,556.05,59.48342983969142,13,47,95153.92515839147,25.21081540429097
224,1,20.470035419156822,1431.52,155.03135119171026,21,26,95381.27240564494,20.470035419156822
225,1,52.05549579769667,1489.95,138.51660435223306,12,72,92047.58298,52.05549579769667
226,1,59.81392774962326,210.14,3.368291415076412,3,81,93785.68244,59.81392774962326
227,1,14.36330544,1481.3,138.18700831343915,2,1,92202.53716102365,14.36330544
228,1,48.45749053148312,364.81,52.78521728200651,7,90,92405.51484438824,48.45749053148312
229,1,32.11529986226418,1419.93,225.58931541253472,24,95,93500.86435,32.11529986226418
230,1,45.92477079856448,1057.9,114.71566613439632,10,10,95781.73925714864,45.92477079856448
231,1,29.733399894911983,986.52,56.16637088,13,16,94289.69303287746,29.733399894911983
232,1,32.02905380571474,1233.82,135.7308888674594,22,48,95229.64210606624,32.02905380571474
233,1,64.52019414,403.2,30.48280304828167,6,71,95616.40700967453,64.52019414
234,1,46.44521293776895,1632.87,250.1829431,1,77,90704.90758601308,46.44521293776895
235,1,47.43558223473295,1046.23,88.63366713837637,12,71,94110.23726240436,47.43558223473295
236,1,16.686250845762874,863.13,43.07920761078044,22,76,95105.40567706584,16.686250845762874
237,1,11.178591506904793,1018.03,168.44155271228988,24,85,94565.41331337206,11.178591506904793
238,1,75.00472954519836,1351.27,135.93148444461397,13,43,95708.93755364604,75.00472954519836
239,1,34.283169915110165,1043.1,41.61633169265225,11,89,91378.18897,34.283169915110165
240,1,45.70364373539934,620.64,116.41486448413504,19,19,95610.14919367514,45.70364373539934
241,1,19.96771745477254,437.21,73.83980822673942,5,52,94435.88831678109,19.96771745477254
242,1,30.425383732987687,200.65,83.15081147824992,3,54,95827.55777448507,30.425383732987687
243,1,42.54494546321554,1447.66,98.88502201792106,5,44,91348.82840919368,42.54494546321554
244,1,16.230803828922216,1619.85,121.7351440769606,3,95,89032.50012685917,16.230803828922216
245,1,40.47443003703207,233.29,136.1919348841971,15,53,99412.72197806848,40.47443003703207
246,1,48.93018435084013,1112.98,47.16740886392264,21,12,93416.79087,48.93018435084013
247,1,35.000761408799654,1914.02,165.46431496608395,22,94,92293.64426567062,35.000761408799654
248,1,36.59825437,1526.88,194.2637681301348,8,8,94913.23752393498,36.59825437
249,1,41.32478247768779,1261.6,118.43024838574276,2,48,91024.82379083605,41.32478247768779
250,1,72.39956290290806,435.4,68.33368398766468,1,96,95315.66772702632,72.39956290290806
251,1,40.75508924876732,1995.32,159.60634853685625,7,36,89996.02794247161,40.75508924876732
252,1,73.32416786,790.97,89.69009439237593,19,44,94647.48571072512,73.32416786
253,1,35.17862158238361,1902.15,105.86715741323415,22,66,89584.50688894128,35.17862158238361
254,1,43.12424307124169,1254.14,195.77913398090945,4,46,94530.59682891164,43.12424307124169
255,1,10.508351965577411,53.31,38.11705410159571,7,38,93403.03297,10.508351965577411
256,1,37.36998522057757,1926.02,106.6288764298623,21,5,91455.88793,37.36998522057757
257,1,37.17580450296074,1926.76,106.07252471012224,21,71,90675.92969032055,37.17580450296074
258,1,53.25068565040619,14.67,36.00895763450663,5,78,96753.39020957104,53.25068565040619
259,1,39.10331011,950.14,77.53392809268665,8,25,91610.12138604508,39.10331011
260,1,44.178945377615314,1779.13,153.43662201657804,15,68,92743.80291,44.178945377615314
261,1,29.13625959,643.29,111.78329029881314,3,71,94321.17949591955,29.13625959
262,1,48.67927838662929,1469.65,95.73461235675876,2,72,88306.52868583438,48.67927838662929
263,1,61.27696976918751,723.87,45.90430954093622,8,49,95775.94764,61.27696976918751
264,1,20.30542912289827,1573.37,146.3208794658537,5,58,90048.39062888437,20.30542912289827
265,1,21.74764978167014,261.61,20.46357989521763,5,10,96772.8084,21.74764978167014
266,1,65.88351145,1892.08,164.92193618544124,9,35,90806.39093698816,65.88351145
267,1,42.89480484,515.82,10.443580572410356,18,14,98063.56311447384,42.89480484
268,1,46.00270237214438,1986.26,138.1137505722961,7,63,89914.42636605725,46.00270237214438
269,1,49.92769822752709,1917.99,186.34491788619687,19,4,93849.50694421784,49.92769822752709
270,1,49.23051476595417,812.99,28.623345850223608,22,84,93661.09745493135,49.23051476595417
271,1,59.08062386085094,1727.1,97.57123704,3,55,88439.04317899846,59.08062386085094
272,1,32.98396599554519,371.68,25.56784919180921,11,55,96398.67553,32.98396599554519
273,1,49.94630822891106,361.3,145.35317486491047,15,71,98832.85491623514,49.94630822891106
274,1,20.443733385402503,1044.09,58.73308620718831,6,91,90065.48284,20.443733385402503
275,1,53.414295182644935,1191.25,154.37553624847473,2,96,90082.03481784988,53.414295182644935
276,1,19.82830331166208,48.1,41.68841671023159,24,16,98424.42025816458,19.82830331166208
277,1,40.32485477178908,879.29,19.68885224,1,58,92341.05867,40.32485477178908
278,1,20.84224580834156,1323.6,157.78664887012997,13,45,91678.90059569012,20.84224580834156
279,1,50.065493845421685,620.83,86.19067621796904,24,26,98457.08131,50.065493845421685
280,1,19.176517508486768,1468.8,44.39747082811401,9,21,90106.64048856898,19.176517508486768
281,1,38.50154892920902,977.56,110.52712309029572,7,4,92451.90192,38.50154892920902
282,1,21.10034185366636,782.81,153.43043980949358,11,78,92661.20656,21.10034185366636
283,1,38.50032142728405,1834.94,218.57006996580049,6,70,91732.99492873938,38.50032142728405
284,1,65.52574212707029,1052.42,72.04850981,1,71,90157.42615,65.52574212707029
285,1,41.00423166872584,1485.13,72.95782984529396,19,48,92569.32971047802,41.00423166872584
286,1,29.555955638280704,1595.79,121.5749683853704,4,79,89869.70595242409,29.555955638280704
287,1,36.90437828411408,1667.02,136.01402524077454,17,66,90995.86492,36.90437828411408
288,1,42.99271954397288,1194.8,89.29732278041573,24,36,93260.87559498764,42.99271954397288
289,1,53.46215983307103,1469.69,140.1072927636182,17,12,95977.12466942822,53.46215983307103
290,1,20.306459667440866,1386.8,86.60480380467784,7,3,89969.03593289078,20.306459667440866
291,1,50.63464073,1829.63,92.77712630992109,22,72,89217.98307846923,50.63464073
292,1,16.176581915241854,1520.87,205.1048924051236,19,62,91629.2777,16.176581915241854
293,1,55.58163574717238,434.33,4.617240772503116,6,3,97041.86552195612,55.58163574717238
294,1,29.77520860072832,672.49,27.90942000324904,15,38,95055.15949505172,29.77520860072832
295,1,42.11228427448879,1829.09,140.71939979797563,2,92,89759.22198,42.11228427448879
296,1,23.34861338117278,864.39,53.8123093,15,48,92981.98822016508,23.34861338117278
297,1,55.902296722201314,1100.35,130.04941491717562,1,62,91625.09091,55.902296722201314
298,1,41.52331350063884,1528.45,172.4833574553668,20,24,92412.95545994485,41.52331350063884
299,1,66.12557827706732,1745.24,157.26014445431346,11,5,93956.53429,66.12557827706732
300,1,39.85368161491878,738.86,113.08981870571516,19,13,95083.89451032848,39.85368161491878
301,1,60.87419264495715,18.15,18.631749190063097,2,13,98033.78544,60.87419264495715
302,1,55.99027272040296,732.87,65.17419441987225,24,41,96786.16836,55.99027272040296
303,1,42.05716332035228,1230.89,118.82650841491116,8,20,92468.51781683252,42.05716332035228
304,1,63.71320900550002,347.38,21.731525320930032,12,75,94407.68987739836,63.71320900550002
305,1,32.892340737273045,1249.4,92.70352429832748,24,97,92267.37531303836,32.892340737273045
306,1,41.63786770750319,1055.52,38.59623342649965,22,34,95114.32948671556,41.63786770750319
307,1,15.494366779417916,1360.3,164.50856320368183,16,46,91334.59433511744,15.494366779417916
308,1,34.27514275146487,1329.48,107.18027099195255,10,66,89425.56487,34.27514275146487
309,1,26.963035423391947,640.14,60.08734908250453,13,30,94508.70661234764,26.963035423391947
310,1,62.96108686824635,465.68,66.60303881404782,8,49,96111.49931559718,62.96108686824635
311,1,11.817699351670848,1067.01,128.1966232531464,19,91,92376.07460723986,11.817699351670848
312,1,66.52624112388338,1213.01,30.63972956832736,6,62,89470.13554837456,66.52624112388338
313,1,43.169858543210914,1641.33,137.3745161918014,9,62,91541.64715,43.169858543210914
314,1,50.07867687968664,463.61,85.73384560403912,22,82,96566.12168285862,50.07867687968664
315,1,42.01358915338364,1948.87,194.76232376975315,11,46,91628.19768056006,42.01358915338364
316,1,30.21821643127322,1677.07,152.8678275920094,15,70,91693.97644287674,30.21821643127322
317,1,16.646175418767616,1438.04,46.58784488390231,12,97,90195.01168525744,16.646175418767616
